Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Genre_1,Genre_2,Genre_3,Anime_StartDate,Anime_EndDate,Manga_StartDate,Manga_EndDate
Yuru Yuri,"Comedy,Girls Love,Slice of Life",1403,603,7.58,12,23 min. per ep.,TV ,339597,8.23,387.0,1322.0,14322.0,Unknown,"Jun  18, 2008 to ?",[],Comic Yuri Hime,Namori (Story & Art),True,Comedy,Girls Love,Slice of Life,2011-07-01,2011-09-01,2008-06-18,Ongoing or Hiatus
Gokinjo Monogatari,"Comedy,Drama,Romance,Slice of Life",1412,4171,7.58,50,25 min. per ep.,TV ,26981,8.03,695.0,1678.0,11506.0,33,Feb  1995 to Oct  1997,['Shoujo'],Ribon Magazine,"Yazawa, Ai (Story & Art)",True,Comedy,Drama,Romance,1995-09-01,1996-09-01,1995-02-01,1997-10-01
New Game!,"Comedy,Slice of Life",1389,466,7.58,12,24 min. per ep.,TV ,434121,7.89,1002.0,779.0,22427.0,165,"Jan  28, 2013 to Aug  27, 2021",[],Manga Time Kirara Carat,"Tokunou, Shoutarou (Story & Art)",True,Comedy,Slice of Life,,2016-07-01,2016-09-01,2013-01-28,2021-08-27
Tsurezure Children,"Comedy,Romance",1386,252,7.59,12,12 min. per ep.,TV ,733985,8.22,392.0,276.0,57236.0,212,"Aug  9, 2014 to Jul  11, 2018",['Shounen'],Shounen Magazine (Weekly),"Wakabayashi, Toshiya (Story & Art)",True,Comedy,Romance,,2017-07-01,2017-09-01,2014-08-09,2018-07-11
Runway de Waratte,"Drama,Slice of Life",1380,1591,7.59,12,24 min. per ep.,TV ,130237,8.09,588.0,1120.0,16088.0,194,"May  31, 2017 to Jul  14, 2021",['Shounen'],Shounen Magazine (Weekly),"Inoya, Kotoba (Story & Art)",True,Drama,Slice of Life,,2020-01-01,2020-03-01,2017-05-31,2021-07-14
Fairy Tail,"Action,Adventure,Fantasy",1369,45,7.59,175,24 min. per ep.,TV ,1749156,7.56,2448.0,4543.0,4284.0,29,"May  2, 2012 to Mar  17, 2016",[],,"Mashima, Hiro (Art), Kawasaki, Miu (Story)",True,Action,Adventure,Fantasy,2009-10-01,2013-03-01,2012-05-02,2016-03-17
Penguin Highway,"Fantasy,Sci-Fi",1378,2236,7.59,1,1 hr. 58 min.,Movie ,91102,7.31,4668.0,18785.0,657.0,4,"May  29, 2010",[],,"Morimi, Tomihiko (Story), Kumaori, Jun (Art)",True,Fantasy,Sci-Fi,,2018-08-01,2018-08-01,2010-05-29,Ongoing or Hiatus
GetBackers,"Action,Comedy,Drama,Mystery,Supernatural",1371,1556,7.59,49,24 min. per ep.,TV ,123412,7.62,2100.0,1289.0,14574.0,344,"Mar  24, 1999 to Feb  21, 2007",['Shounen'],Shounen Magazine (Weekly),"Kibayashi, Shin (Story), Ayamine, Rando (Art)",True,Action,Comedy,Drama,2002-10-01,2003-09-01,1999-03-24,2007-02-21
Kareshi Kanojo no Jijou,"Comedy,Drama,Romance,Slice of Life",1360,970,7.6,26,24 min. per ep.,TV ,233904,8.16,470.0,439.0,38112.0,108,"Dec  22, 1995 to May  10, 2005",['Shoujo'],LaLa,"Tsuda, Masami (Story & Art)",True,Comedy,Drama,Romance,1998-10-01,1999-03-01,1995-12-22,2005-05-10
Master Keaton,"Adventure,Drama,Mystery",1337,3924,7.6,24,23 min. per ep.,TV ,28762,7.76,1425.0,2363.0,8271.0,144,Nov  1988 to Aug  1994,['Seinen'],Big Comic Original,"Urasawa, Naoki (Art), Katsushika, Hokusei (Story)",True,Adventure,Drama,Mystery,1998-10-01,1999-03-01,1988-11-01,1994-08-01
Chibi Maruko-chan,"Comedy,Slice of Life",1353,5377,7.6,142,24 min. per ep.,TV ,13056,7.72,1613.0,16002.0,853.0,120,Aug  1986 to Apr  2009,['Shoujo'],Ribon Magazine,"Sakura, Momoko (Story & Art)",True,Comedy,Slice of Life,,1990-01-01,1992-09-01,1986-08-01,2009-04-01
Nisekoi,"Comedy,Romance",1340,108,7.6,20,24 min. per ep.,TV ,1176878,7.72,1593.0,37.0,195971.0,229,"Nov  7, 2011 to Aug  8, 2016",['Shounen'],Shounen Jump (Weekly),"Komi, Naoshi (Story & Art)",True,Comedy,Romance,,2014-01-01,2014-05-01,2011-11-07,2016-08-08
The iDOLM@STER,"Comedy,Drama",1333,1319,7.61,25,24 min. per ep.,TV ,154106,7.59,2285.0,11652.0,1362.0,42,"Aug  27, 2012 to Aug  27, 2016",['Seinen'],Comic REX,"Bandai-Namco (Story), Takahashi, Tatsuya (Story), mana (Art)",True,Comedy,Drama,,2011-07-01,2011-12-01,2012-08-27,2016-08-27
Majin Tantei Nougami Neuro,"Comedy,Mystery,Supernatural",1336,2307,7.6,25,23 min. per ep.,TV ,68197,8.11,554.0,890.0,19814.0,203,"Feb  21, 2005 to Apr  20, 2009",['Shounen'],Shounen Jump (Weekly),"Matsui, Yuusei (Story & Art)",True,Comedy,Mystery,Supernatural,2007-10-01,2008-03-01,2005-02-21,2009-04-20
"Kimi to, Nami ni Noretara","Drama,Romance,Supernatural",1324,1173,7.61,1,1 hr. 35 min.,Movie ,228748,6.92,9845.0,12424.0,1252.0,4,"Feb  23, 2019 to May  13, 2019",['Shoujo'],Deluxe Betsucomi,"Kiachi, Machi (Story & Art)",True,Drama,Romance,Supernatural,2019-06-01,2019-06-01,2019-02-23,2019-05-13
Kekkai Sensen,"Action,Comedy,Fantasy,Supernatural",1322,179,7.61,12,26 min. per ep.,TV ,882497,7.73,1551.0,1171.0,15550.0,33,"Jan  5, 2009 to Feb  19, 2015",['Shounen'],Jump SQ.19,"Nightow, Yasuhiro (Story & Art)",True,Action,Comedy,Fantasy,2015-04-01,2015-10-01,2009-01-05,2015-02-19
Romeo x Juliet,"Drama,Fantasy,Romance",1330,1109,7.61,24,24 min. per ep.,TV ,185144,7.25,5260.0,3521.0,5652.0,9,"Mar  24, 2007 to  2009",['Shoujo'],Asuka,"Gonzo (Story), Shakespeare, William (Story), COM (Art)",True,Drama,Fantasy,Romance,2007-04-01,2007-09-01,2007-03-24,2009-01-01
Byousoku 5 Centimeter,"Drama,Romance,Slice of Life",1313,156,7.61,3,22 min. per ep.,Movie ,950510,8.09,589.0,3766.0,5265.0,3,"Nov  16, 2007",[],,"Shinkai, Makoto (Story)",True,Drama,Romance,Slice of Life,2007-03-01,2007-03-01,2007-11-16,Ongoing or Hiatus
Chuuka Ichiban!,"Action,Comedy,Drama,Gourmet",1314,4388,7.61,52,23 min. per ep.,TV ,20320,7.39,3827.0,11530.0,1384.0,36,"Sep  27, 1995 to Oct  19, 1996",['Shounen'],Shounen Magazine (Weekly),"Ogawa, Etsushi (Story & Art)",True,Action,Comedy,Drama,1997-04-01,1998-09-01,1995-09-27,1996-10-19
Jigoku Shoujo,"Horror,Mystery,Supernatural",1307,579,7.62,26,25 min. per ep.,TV ,363251,7.08,7438.0,2150.0,9043.0,40,"Oct  3, 2005 to Aug  2, 2008",['Shoujo'],Nakayoshi,"Kodaka, Nao (Story), Etou, Miyuki (Story & Art), Hatano, Hiyoko (Story)",True,Horror,Mystery,Supernatural,2005-10-01,2006-04-01,2005-10-03,2008-08-02
Full Metal Panic!,"Action,Comedy,Sci-Fi",1302,392,7.62,24,24 min. per ep.,TV ,500500,8.15,495.0,2294.0,8496.0,72,"Sep  9, 1998 to Aug  20, 2011",[],,"Gatou, Shouji (Story), Shiki, Douji (Art)",True,Action,Comedy,Sci-Fi,2002-01-01,2002-06-01,1998-09-09,2011-08-20
Kishibe Rohan wa Ugokanai,"Action,Mystery,Supernatural",1308,1488,7.62,4,23 min. per ep.,OVA ,151319,7.81,1246.0,1232.0,15048.0,Unknown,"Jun  24, 1997 to ?",['Shounen'],Shounen Jump (Weekly),"Araki, Hirohiko (Story & Art)",True,Action,Mystery,Supernatural,2017-09-01,2020-03-01,1997-06-24,Ongoing or Hiatus
Nurarihyon no Mago,"Action,Supernatural",1290,785,7.62,24,24 min. per ep.,TV ,274896,7.98,787.0,386.0,42355.0,218,"Mar  10, 2008 to Dec  28, 2012",['Shounen'],Shounen Jump (Weekly),"Shiibashi, Hiroshi (Story & Art)",True,Action,Supernatural,,2010-07-01,2010-12-01,2008-03-10,2012-12-28
Toaru Hikuushi e no Tsuioku,"Adventure,Romance",1286,2238,7.63,1,1 hr. 39 min.,Movie ,76126,7.74,1539.0,11150.0,1446.0,13,"Feb  19, 2008",[],,"Inumura, Koroku (Story), Morisawa, Haruyuki (Art)",True,Adventure,Romance,,2011-10-01,2011-10-01,2008-02-19,Ongoing or Hiatus
Fushigi Yuugi,"Adventure,Comedy,Drama,Fantasy,Romance",1303,1620,7.62,52,23 min. per ep.,TV ,121103,7.63,2024.0,745.0,23206.0,106,May  1992 to Jul  1996,['Shoujo'],Sho-Comi,"Watase, Yuu (Story & Art)",True,Adventure,Comedy,Drama,1995-04-01,1996-03-01,1992-05-01,1996-07-01
Prison School,"Comedy,Romance,Ecchi",1281,145,7.63,12,24 min. per ep.,TV ,1024070,7.49,2956.0,79.0,134338.0,278,"Feb  7, 2011 to Dec  25, 2017",['Seinen'],Young Magazine (Weekly),"Hiramoto, Akira (Story & Art)",True,Comedy,Romance,Ecchi,2015-07-01,2015-09-01,2011-02-07,2017-12-25
Gakkougurashi!,"Horror,Mystery,Slice of Life",1304,454,7.62,12,24 min. per ep.,TV ,456115,8.06,641.0,293.0,53280.0,78,"May  24, 2012 to Nov  22, 2019",[],Manga Time Kirara Forward,"Kaihou, Norimitsu (Story), Chiba, Sadoru (Art)",True,Horror,Mystery,Slice of Life,2015-07-01,2015-09-01,2012-05-24,2019-11-22
Tegamibachi,"Adventure,Fantasy,Supernatural",1284,1571,7.63,25,20 min. per ep.,TV ,122475,7.79,1335.0,676.0,25677.0,100,"Sep  6, 2006 to Nov  4, 2015",['Shounen'],Jump SQ.,"Asada, Hiroyuki (Story & Art)",True,Adventure,Fantasy,Supernatural,2009-10-01,2010-03-01,2006-09-06,2015-11-04
Orange,"Drama,Romance,Sci-Fi",1291,213,7.62,13,24 min. per ep.,TV ,834295,8.3,304.0,68.0,154574.0,38,"Mar  13, 2012 to Apr  8, 2022",['Shoujo'],Monthly Action,"Takano, Ichigo (Story & Art)",True,Drama,Romance,Sci-Fi,2016-07-01,2016-09-01,2012-03-13,2022-04-08
Digimon Tamers,"Adventure,Comedy,Drama,Fantasy",1262,1057,7.63,51,25 min. per ep.,TV ,200436,6.99,8820.0,10506.0,1577.0,30,2002 to  2004,[],,"Yu, Yuen Wong (Story & Art)",True,Adventure,Comedy,Drama,2001-04-01,2002-03-01,2002-01-01,2004-01-01
Chrno Crusade,"Action,Romance,Supernatural",1260,916,7.63,24,23 min. per ep.,TV ,228070,8.12,532.0,614.0,27999.0,59,"Dec  9, 1998 to May  8, 2004",['Shounen'],Comic Dragon,"Moriyama, Daisuke (Story & Art)",True,Action,Romance,Supernatural,2003-11-01,2004-06-01,1998-12-09,2004-05-08
Blood+,"Action,Drama,Horror,Mystery,Supernatural",1257,531,7.63,50,24 min. per ep.,TV ,379459,7.67,1828.0,7511.0,2422.0,13,"Apr  28, 2006 to Apr  1, 2007",[],Shounen Ace,"Ikehata, Ryou (Story), Hashii, Chizu (Art)",True,Action,Drama,Horror,2005-10-01,2006-09-01,2006-04-28,2007-04-01
Lupin III,"Action,Adventure,Comedy,Mystery",1253,1846,7.64,23,25 min. per ep.,TV ,104094,7.39,3823.0,4167.0,4738.0,109,"Jul  7, 1967 to Apr  1972",['Seinen'],Manga Action,Monkey Punch (Story & Art),True,Action,Adventure,Comedy,1971-10-01,1972-03-01,1967-07-07,1972-04-01
Genshiken,"Comedy,Slice of Life",1242,1166,7.64,12,25 min. per ep.,TV ,180871,8.23,380.0,415.0,39790.0,127,"Apr  25, 2002 to Aug  25, 2016",['Seinen'],Afternoon,"Kio, Shimoku (Story & Art)",True,Comedy,Slice of Life,,2004-10-01,2004-12-01,2002-04-25,2016-08-25
Fune wo Amu,"Drama,Romance,Slice of Life",1265,1635,7.63,11,22 min. per ep.,TV ,124821,7.37,4008.0,11698.0,1352.0,7,"Oct  7, 2016 to Oct  6, 2017",['Josei'],ITAN,"Kumota, Haruko (Art), Miura, Shion (Story)",True,Drama,Romance,Slice of Life,2016-10-01,2016-12-01,2016-10-07,2017-10-06
Mahoujin Guruguru,"Adventure,Comedy,Fantasy",1254,5558,7.64,45,23 min. per ep.,TV ,11504,7.57,2412.0,12719.0,1206.0,168,"Jul  11, 1992 to Aug  12, 2003",['Shounen'],Shounen Gangan,"Etou, Hiroyuki (Story & Art)",True,Adventure,Comedy,Fantasy,1994-10-01,1995-09-01,1992-07-11,2003-08-12
Da Wang Rao Ming,"Action,Adventure,Comedy,Fantasy",1236,3589,7.64,12,25 min. per ep.,ONA ,88517,7.35,4206.0,11117.0,1451.0,Unknown,"Dec  13, 2019 to ?",[],Tencent Animation,"Yuedong Wenghua (Art), Huishuohua de Zhouzi (Story)",True,Action,Adventure,Comedy,2021-12-01,2022-02-01,2019-12-13,Ongoing or Hiatus
Shinigami Bocchan to Kuro Maid,"Comedy,Drama,Supernatural",1228,1079,7.64,12,24 min. per ep.,TV ,248010,7.85,1129.0,590.0,29196.0,242,"Oct  3, 2017 to May  17, 2022",[],Sunday Webry,"Inoue, Koharu (Story & Art)",True,Comedy,Drama,Supernatural,2021-07-01,2021-09-01,2017-10-03,2022-05-17
Servant x Service,"Comedy,Slice of Life",1226,974,7.64,13,23 min. per ep.,TV ,223151,7.61,2166.0,3256.0,6140.0,78,"Jun  29, 2007 to Jun  25, 2014",['Seinen'],Big Gangan,"Takatsu, Karino (Story & Art)",True,Comedy,Slice of Life,,2013-07-01,2013-09-01,2007-06-29,2014-06-25
Sidonia no Kishi,"Action,Sci-Fi",1220,909,7.65,12,24 min. per ep.,TV ,233052,7.73,1552.0,533.0,31781.0,78,"Apr  25, 2009 to Sep  25, 2015",['Seinen'],Afternoon,"Nihei, Tsutomu (Story & Art)",True,Action,Sci-Fi,,2014-04-01,2014-06-01,2009-04-25,2015-09-25
Utawarerumono,"Action,Drama,Fantasy,Sci-Fi",1232,1253,7.64,26,23 min. per ep.,TV ,171876,7.05,7868.0,11492.0,1390.0,14,"Sep  30, 2005 to Nov  30, 2006",[],Dengeki G's magazine,"Aquaplus (Story), Shimakusa, Arou (Art)",True,Action,Drama,Fantasy,2006-04-01,2006-09-01,2005-09-30,2006-11-30
K: Missing Kings,"Action,Supernatural",1212,823,7.65,1,1 hr. 13 min.,Movie ,256012,7.28,4958.0,11192.0,1439.0,5,"Apr  18, 2015 to Aug  18, 2015",['Shounen'],GFantasy,"Shiota, Haruto (Art), GoRA (Story), Furuhashi, Hideyuki (Story)",True,Action,Supernatural,,2014-07-01,2014-07-01,2015-04-18,2015-08-18
Piano no Mori,"Adventure,Comedy,Drama",1224,2334,7.64,1,1 hr. 40 min.,Movie ,69094,8.32,279.0,1207.0,15264.0,242,"Aug  5, 1998 to Nov  5, 2015",['Seinen'],Morning,"Isshiki, Makoto (Story & Art)",True,Adventure,Comedy,Drama,2007-07-01,2007-07-01,1998-08-05,2015-11-05
Daa! Daa! Daa!,"Comedy,Sci-Fi",1208,3939,7.65,78,25 min. per ep.,TV ,26239,7.74,1529.0,4381.0,4444.0,47,Feb  1998 to Mar  2002,['Shoujo'],Nakayoshi,"Kawamura, Mika (Story & Art)",True,Comedy,Sci-Fi,,2000-03-01,2002-02-01,1998-02-01,2002-03-01
Ao Haru Ride,"Drama,Romance,Slice of Life",1204,169,7.65,12,23 min. per ep.,TV ,937701,8.15,478.0,689.0,25247.0,20,"Dec  27, 2011 to Jun  2, 2015",['Shoujo'],,"Sakisaka, Io (Art), Abe, Akiko (Story)",True,Drama,Romance,Slice of Life,2014-07-01,2014-09-01,2011-12-27,2015-06-02
Poyopoyo Kansatsu Nikki,"Comedy,Slice of Life",1185,4186,7.66,52,3 min. per ep.,TV ,21499,7.16,6358.0,15124.0,935.0,Unknown,"Dec  27, 2003 to Feb  29, 2016",[],Manga Life MOMO,"Tatsuki, Ruu (Story & Art)",True,Comedy,Slice of Life,,2012-01-01,2012-12-01,2003-12-27,2016-02-29
Machikado Mazoku,"Comedy,Slice of Life",1215,1399,7.65,12,24 min. per ep.,TV ,166696,8.26,347.0,2245.0,8673.0,Unknown,"Jun  28, 2014 to ?",[],Manga Time Kirara Carat,"Ito, Izumo (Story & Art)",True,Comedy,Slice of Life,,2019-07-01,2019-09-01,2014-06-28,Ongoing or Hiatus
Seikai no Monshou,"Action,Romance,Sci-Fi",1187,2708,7.66,13,26 min. per ep.,TV ,53659,7.95,846.0,8959.0,1930.0,39,Apr  1996 to Jun  1996,[],,"Morioka, Hiroyuki (Story), Ono, Toshihiro (Art)",True,Action,Romance,Sci-Fi,1999-01-01,1999-03-01,1996-04-01,1996-06-01
Nejimaki Seirei Senki: Tenkyou no Alderamin,"Action,Adventure,Fantasy",1173,675,7.67,13,23 min. per ep.,TV ,322622,7.77,1415.0,3230.0,6173.0,58,"Jun  9, 2012 to Aug  10, 2018",[],,"Sanbasou (Art), Uno, Bokuto (Story), Ryuutetsu (Art)",True,Action,Adventure,Fantasy,2016-07-01,2016-10-01,2012-06-09,2018-08-10
Minami-ke,"Comedy,Slice of Life",1170,1193,7.67,13,24 min. per ep.,TV ,174284,7.57,2407.0,2935.0,6769.0,Unknown,"Nov  5, 2004 to ?",['Seinen'],Young Magazine (Weekly),"Sakuraba, Coharu (Story & Art)",True,Comedy,Slice of Life,,2007-10-01,2007-12-01,2004-11-05,Ongoing or Hiatus
Kimi to Boku.,"Comedy,Drama,Romance,Slice of Life",1168,1120,7.67,13,24 min. per ep.,TV ,186735,8.15,494.0,1730.0,11114.0,103,"Sep  24, 2004 to Mar  18, 2022",['Shounen'],GFantasy,"Hotta, Kiichi (Story & Art)",True,Comedy,Drama,Romance,2011-10-01,2011-12-01,2004-09-24,2022-03-18
Heion Sedai no Idaten-tachi,"Adventure,Fantasy",1165,1267,7.67,11,22 min. per ep.,TV ,191315,7.12,6972.0,3514.0,5665.0,Unknown,"Aug  24, 2018 to ?",['Seinen'],Young Animal,"Cool-kyou Shinja (Art), Amahara (Story)",True,Adventure,Fantasy,,2021-07-01,2021-09-01,2018-08-24,Ongoing or Hiatus
ACCA: 13-ku Kansatsu-ka,"Drama,Fantasy,Mystery",1157,1292,7.67,12,24 min. per ep.,TV ,166368,7.54,2630.0,4507.0,4319.0,37,"Jun  25, 2013 to Oct  25, 2016",['Seinen'],Big Gangan,"Ono, Natsume (Story & Art)",True,Drama,Fantasy,Mystery,2017-01-01,2017-03-01,2013-06-25,2016-10-25
Hakumei to Mikochi,"Fantasy,Slice of Life",1164,2466,7.67,12,23 min. per ep.,TV ,66210,8.1,580.0,2443.0,8039.0,Unknown,"Apr  30, 2011 to ?",['Seinen'],Harta,"Kashiki, Takuto (Story & Art)",True,Fantasy,Slice of Life,,2018-01-01,2018-03-01,2011-04-30,Ongoing or Hiatus
Pandora Hearts,"Adventure,Fantasy,Mystery,Supernatural",1174,456,7.67,25,24 min. per ep.,TV ,434030,8.57,99.0,50.0,171781.0,107,"May  18, 2006 to Mar  18, 2015",['Shounen'],GFantasy,"Mochizuki, Jun (Story & Art)",True,Adventure,Fantasy,Mystery,2009-04-01,2009-09-01,2006-05-18,2015-03-18
Kuroshitsuji,"Action,Comedy,Mystery,Supernatural",1155,107,7.68,24,24 min. per ep.,TV ,1193952,8.41,204.0,63.0,156793.0,Unknown,"Sep  16, 2006 to ?",['Shounen'],GFantasy,"Toboso, Yana (Story & Art)",True,Action,Comedy,Mystery,2008-10-01,2009-03-01,2006-09-16,Ongoing or Hiatus
Bokura wa Minna Kawai-sou,"Comedy,Romance,Slice of Life",1143,524,7.68,12,24 min. per ep.,TV ,386272,8.13,524.0,388.0,42277.0,93,"Apr  30, 2010 to May  30, 2018",['Seinen'],Young King OURs,"Miyahara, Ruri (Story & Art)",True,Comedy,Romance,Slice of Life,2014-04-01,2014-06-01,2010-04-30,2018-05-30
5-toubun no Hanayome,"Comedy,Romance",1140,180,7.68,12,24 min. per ep.,TV ,960436,7.93,893.0,56.0,164437.0,122,"Aug  9, 2017 to Feb  19, 2020",['Shounen'],Shounen Magazine (Weekly),"Haruba, Negi (Story & Art)",True,Comedy,Romance,,2019-01-01,2019-03-01,2017-08-09,2020-02-19
Uchuu Kaizoku Captain Herlock,"Action,Adventure,Drama,Sci-Fi",1131,3320,7.69,42,25 min. per ep.,TV ,38865,7.47,3122.0,4620.0,4206.0,25,1977 to  1979,['Seinen'],Play Comic,"Matsumoto, Leiji (Story & Art)",True,Action,Adventure,Drama,1978-03-01,1979-02-01,1977-01-01,1979-01-01
Chi's Sweet Home,"Comedy,Slice of Life",1144,2391,7.68,104,3 min. per ep.,TV ,65408,7.83,1200.0,1522.0,12667.0,219,"Jan  8, 2004 to Jun  18, 2015",['Seinen'],Morning,"Konami, Kanata (Story & Art)",True,Comedy,Slice of Life,,2008-03-01,2008-09-01,2004-01-08,2015-06-18
Seto no Hanayome,"Comedy,Romance",1128,626,7.69,26,24 min. per ep.,TV ,330447,7.53,2666.0,2254.0,8635.0,79,"Jul  26, 2002 to Nov  22, 2010",['Shounen'],Gangan Wing,"Kimura, Tahiko (Story & Art)",True,Comedy,Romance,,2007-04-01,2007-10-01,2002-07-26,2010-11-22
Seikai no Senki,"Action,Romance,Sci-Fi",1125,3398,7.69,13,25 min. per ep.,TV ,34587,7.92,920.0,14682.0,979.0,Unknown,Dec  1996 to ?,[],,"Morioka, Hiroyuki (Story), Ono, Toshihiro (Art)",True,Action,Romance,Sci-Fi,2000-04-01,2000-07-01,1996-12-01,Ongoing or Hiatus
Senpai ga Uzai Kouhai no Hanashi,"Comedy,Slice of Life",1127,806,7.69,12,23 min. per ep.,TV ,335904,7.63,2068.0,500.0,33790.0,Unknown,"Mar  28, 2018 to ?",[],,Shiromanta (Story & Art),True,Comedy,Slice of Life,,2021-10-01,2021-12-01,2018-03-28,Ongoing or Hiatus
Binbougami ga!,"Comedy,Supernatural",1111,902,7.69,13,23 min. per ep.,TV ,234684,8.15,477.0,924.0,19156.0,81,"Jun  4, 2008 to Jul  4, 2013",['Shounen'],Jump SQ.,"Sukeno, Yoshiaki (Story & Art)",True,Comedy,Supernatural,,2012-07-01,2012-09-01,2008-06-04,2013-07-04
Enen no Shouboutai,"Action,Supernatural",1114,104,7.69,24,23 min. per ep.,TV ,1354319,7.73,1556.0,120.0,107139.0,305,"Sep  23, 2015 to Feb  22, 2022",['Shounen'],Shounen Magazine (Weekly),"Ookubo, Atsushi (Story & Art)",True,Action,Supernatural,,2019-07-01,2019-12-01,2015-09-23,2022-02-22
Keroro Gunsou,"Comedy,Sci-Fi",1118,2190,7.69,358,23 min. per ep.,TV ,78275,7.65,1944.0,2639.0,7508.0,Unknown,"Nov  29, 1999 to ?",['Shounen'],Shounen Ace,"Yoshizaki, Mine (Story & Art)",True,Comedy,Sci-Fi,,2004-04-01,2011-04-01,1999-11-29,Ongoing or Hiatus
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action,Adventure,Fantasy",1106,218,7.7,12,23 min. per ep.,TV ,814876,7.88,1036.0,2515.0,7821.0,Unknown,"Apr  12, 2010 to Dec  22, 2011",[],,"Yanai, Takumi (Story), Kurojishi (Art), Izuka, Daisuke (Art)",True,Action,Adventure,Fantasy,2015-07-01,2015-09-01,2010-04-12,2011-12-22
Turn A Gundam,"Action,Adventure,Drama,Romance,Sci-Fi",1088,2908,7.71,50,24 min. per ep.,TV ,49716,7.32,4478.0,20668.0,553.0,30,"Jun  26, 1999 to Mar  26, 2002",[],Magazine-Z,"Soga, Atsushi (Art)",True,Action,Adventure,Drama,1999-04-01,2000-04-01,1999-06-26,2002-03-26
Uramichi Oniisan,"Comedy,Slice of Life",1089,1196,7.71,13,23 min. per ep.,TV ,236471,7.83,1187.0,1529.0,12607.0,Unknown,"May  12, 2017 to ?",[],Comic POOL,"Kuze, Gaku (Story & Art)",True,Comedy,Slice of Life,,2021-07-01,2021-09-01,2017-05-12,Ongoing or Hiatus
Hourou Musuko,"Drama,Romance,Slice of Life",1075,1501,7.71,11,23 min. per ep.,TV ,131223,8.22,398.0,601.0,28761.0,123,"Nov  12, 2002 to Jul  12, 2013",['Seinen'],Comic Beam,"Shimura, Takako (Story & Art)",True,Drama,Romance,Slice of Life,2011-01-01,2011-04-01,2002-11-12,2013-07-12
Nanatsu no Taizai,"Action,Adventure,Fantasy",1080,30,7.71,24,24 min. per ep.,TV ,2070523,7.48,3085.0,44.0,178066.0,364,"Oct  10, 2012 to Mar  25, 2020",['Shounen'],Shounen Magazine (Weekly),"Suzuki, Nakaba (Story & Art)",True,Action,Adventure,Fantasy,2014-10-01,2015-03-01,2012-10-10,2020-03-25
Hanasakeru Seishounen,"Drama,Romance",1074,2295,7.71,39,24 min. per ep.,TV ,69981,7.3,4720.0,11051.0,1464.0,Unknown,1987 to  1994,['Shoujo'],LaLa,"Itsuki, Natsumi (Story & Art)",True,Drama,Romance,,2009-04-01,2010-02-01,1987-01-01,1994-01-01
Slayers,"Adventure,Comedy,Fantasy",1034,1416,7.73,26,22 min. per ep.,TV ,144208,7.98,790.0,4693.0,4130.0,Unknown,"Jan  17, 1990 to ?",[],,"Kanzaka, Hajime (Story), Araizumi, Rui (Art)",True,Adventure,Comedy,Fantasy,1995-04-01,1995-09-01,1990-01-17,Ongoing or Hiatus
Chuunibyou demo Koi ga Shitai!,"Comedy,Romance",1053,86,7.72,12,24 min. per ep.,TV ,1365711,8.06,633.0,2028.0,9405.0,Unknown,"May  24, 2011 to Dec  22, 2017",[],,"Ousaka, Nozomi (Art), Torako (Story)",True,Comedy,Romance,,2012-10-01,2012-12-01,2011-05-24,2017-12-22
Mahouka Koukou no Rettousei: Tsuioku-hen,"Sci-Fi,Supernatural",1028,2321,7.73,1,1 hr. 11 min.,TV Special ,86892,7.83,1186.0,2501.0,7865.0,17,"Feb  27, 2014 to Jul  27, 2015",[],Dengeki Daioh,"Satou, Tsutomu (Story), Ikawa, Waki (Art)",True,Sci-Fi,Supernatural,,2021-12-01,2021-12-01,2014-02-27,2015-07-27
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"Action,Sci-Fi",1032,2042,7.73,1,1 hr. 7 min.,Movie ,98648,6.94,9559.0,21367.0,519.0,6,"Sep  5, 2019 to Mar  5, 2020",['Shounen'],Comic Garden,"Sai, Natsuo (Art)",True,Action,Sci-Fi,,2019-03-01,2019-03-01,2019-09-05,2020-03-05
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.","Comedy,Slice of Life",1010,1147,7.74,12,23 min. per ep.,TV ,197229,7.99,755.0,2150.0,9042.0,Unknown,"Jun  4, 2015 to ?",[],Comic Polaris,"Minatuki, Tunami (Story), Futatsuya, As (Art)",True,Comedy,Slice of Life,,2019-01-01,2019-03-01,2015-06-04,Ongoing or Hiatus
Black Jack,"Drama,Mystery,Suspense",1009,3179,7.74,12,50 min. per ep.,OVA ,41194,8.36,244.0,796.0,22032.0,243,"Nov  19, 1973 to Oct  14, 1983",['Shounen'],Shounen Champion (Weekly),"Tezuka, Osamu (Story & Art)",True,Drama,Mystery,Suspense,1993-12-01,2011-12-01,1973-11-19,1983-10-14
