Title,Genres,Anime_Rank,Anime_Popularity,Anime_Score,Episodes,Episode_length,Stream_type,Start date,End date,Anime_Members,Manga_Score,Manga_Rank,Manga_Popularity,Manga_Members,Manga_Chapters,Manga_Published,Manga_Demographics,Manga_Serialization,Manga_Author,Manga,Cluster
Magi: Sinbad no Bouken (TV),Action,786.0,423,7.86,13,24 min. per ep.,TV ,Apr 2016 , Jul 2016,484717,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ao Ashi,Other,788.0,2266,7.85,Unknown,24 min.,TV ,Apr 2022 , Sep 2022,214441,8.6,90.0,625.0,27710.0,Unknown,"Jan  5, 2015 to ?",['Seinen'],Big Comic Spirits,"Kobayashi, Yuugo (Story & Art), Ueno, Naohiko (Story)",True,1
Kokoro ga Sakebitagatterunda.,Drama,785.0,659,7.86,1,1 hr. 59 min.,Movie ,Sep 2015 , Sep 2015,334622,7.4,3673.0,7535.0,2414.0,28,"Jul  8, 2015 to Jul  13, 2016",[],Ura Sunday,"Akui, Makoto (Art)",True,2
Hanasaku Iroha Movie: Home Sweet Home,Comedy,782.0,1981,7.86,1,1 hr. 6 min.,Movie ,Mar 2013 , Mar 2013,92451,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Grisaia no Meikyuu: Caprice no Mayu 0,Other,781.0,935,7.86,1,47 min.,TV Special ,Apr 2015 , Apr 2015,233148,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Non Non Biyori Repeat: Hotaru ga Tanoshinda,Comedy,801.0,2828,7.85,1,24 min.,OVA ,Sep 2016 , Sep 2016,50364,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Golden Kamuy,Action,780.0,625,7.86,12,23 min. per ep.,TV ,Apr 2018 , Jun 2018,396997,8.64,73.0,154.0,89406.0,314,"Aug  21, 2014 to Apr  28, 2022",['Seinen'],Young Jump,"Noda, Satoru (Story & Art)",True,1
Douluo Dalu,Action,777.0,4007,7.86,26,20 min. per ep.,ONA ,Jan 2018 , Jul 2018,29355,7.85,1122.0,628.0,27604.0,Unknown,2011 to ?,[],,"Tang Jia San Shao (Story), Mu, Feng Chun (Art)",True,1
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,Comedy,784.0,4911,7.86,1,50 min.,OVA ,Dec 2005 , Dec 2005,14763,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hoozuki no Reitetsu 2nd Season: Sono Ni,Comedy,792.0,3734,7.85,13,23 min. per ep.,TV ,Apr 2018 , Jul 2018,29677,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Blue Period,Drama,775.0,558,7.86,12,23 min. per ep.,TV ,Oct 2021 , Dec 2021,471315,8.64,76.0,99.0,119615.0,Unknown,"Jun  24, 2017 to ?",['Seinen'],Afternoon,"Yamaguchi, Tsubasa (Story & Art)",True,1
Densetsu Kyojin Ideon: Hatsudou-hen,Drama,776.0,6009,7.86,1,1 hr. 38 min.,Movie ,Jul 1982 , Jul 1982,10757,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuru Yuri Nachuyachumi!,Comedy,772.0,2235,7.86,1,1 hr. 3 min.,OVA ,Feb 2015 , Feb 2015,74483,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tentai Senshi Sunred 2nd Season,Other,771.0,6250,7.86,26,13 min. per ep.,TV ,Oct 2009 , Mar 2010,8144,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
K-On!,Other,796.0,124,7.85,13,24 min. per ep.,TV ,Apr 2009 , Jun 2009,1059876,7.77,1392.0,488.0,34375.0,57,"Apr  9, 2007 to Sep  9, 2010",[],Manga Time Kirara,Kakifly (Story & Art),True,1
Seitokai Yakuindomo Movie,Other,807.0,2565,7.84,1,1 hr.,Movie ,Jul 2017 , Jul 2017,61556,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Shingeki no Kyojin OVA,Action,769.0,455,7.86,3,23 min. per ep.,OVA ,Dec 2013 , Aug 2014,469813,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Top wo Nerae! Gunbuster,Action,767.0,1598,7.87,6,30 min. per ep.,OVA ,Oct 1988 , Jul 1989,131076,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hoozuki no Reitetsu OVA,Comedy,783.0,4591,7.86,4,26 min. per ep.,OVA ,Feb 2015 , Mar 2017,17588,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Bleach,Action,774.0,40,7.86,366,24 min. per ep.,TV ,Oct 2004 , Mar 2012,1985899,7.86,1078.0,14.0,377983.0,705,"Aug  7, 2001 to Aug  22, 2016",['Shounen'],Shounen Jump (Weekly),"Kubo, Tite (Story & Art)",True,3
Noragami Aragoto OVA,Comedy,763.0,824,7.87,2,23 min. per ep.,OVA ,Nov 2015 , Mar 2016,261162,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Les Misérables: Shoujo Cosette,Drama,760.0,3728,7.87,52,24 min. per ep.,TV ,Jan 2007 , Dec 2007,30393,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Gekkan Shoujo Nozaki-kun,Comedy,779.0,159,7.86,12,24 min. per ep.,TV ,Jul 2014 , Sep 2014,934952,8.44,188.0,186.0,79197.0,Unknown,"Aug  25, 2011 to ?",[],Gangan Online,"Tsubaki, Izumi (Story & Art)",True,1
Tanaka-kun wa Itsumo Kedaruge,Comedy,770.0,448,7.86,12,24 min. per ep.,TV ,Apr 2016 , Jun 2016,467643,8.06,642.0,626.0,27703.0,145,"Jul  25, 2013 to Jul  25, 2019",[],Gangan Online,"Uda, Nozomi (Story & Art)",True,1
Musekinin Kanchou Tylor,Comedy,768.0,2820,7.86,26,23 min. per ep.,TV ,Jan 1993 , Jul 1993,50700,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Durarara!! Specials,Action,756.0,1200,7.87,2,23 min. per ep.,Special ,Aug 2010 , Feb 2011,168952,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Drama,752.0,728,7.87,1,1 hr. 39 min.,Movie ,Aug 2013 , Aug 2013,297211,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Beastars 2nd Season,Drama,773.0,507,7.86,12,22 min. per ep.,TV ,Jan 2021 , Mar 2021,446240,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Beelzebub,Action,753.0,328,7.87,60,24 min. per ep.,TV ,Jan 2011 , Mar 2012,600427,8.13,522.0,106.0,114883.0,250,"Feb  23, 2009 to Mar  13, 2015",['Shounen'],Shounen Jump (Weekly),"Tamura, Ryuuhei (Story & Art)",True,1
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Other,741.0,2372,7.88,1,50 min.,Movie ,Mar 2014 , Mar 2014,67867,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tiger & Bunny,Action,743.0,933,7.88,25,24 min. per ep.,TV ,Apr 2011 , Sep 2011,228823,7.28,4938.0,6099.0,3079.0,38,"Sep  10, 2011 to Dec  16, 2014",[],Newtype Ace,"Sakakibara, Mizuki (Story & Art)",True,2
Sekaiichi Hatsukoi 2,Other,740.0,1298,7.88,12,24 min. per ep.,TV ,Oct 2011 , Dec 2011,158387,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
High☆Speed! Movie: Free! Starting Days,Drama,757.0,1951,7.87,1,1 hr. 50 min.,Movie ,Dec 2015 , Dec 2015,93966,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Bishoujo Senshi Sailor Moon S,Drama,754.0,1400,7.87,38,24 min. per ep.,TV ,Mar 1994 , Feb 1995,148969,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Sayonara Zetsubou Sensei,Other,739.0,588,7.88,12,24 min. per ep.,TV ,Jul 2007 , Sep 2007,347772,8.15,488.0,564.0,30118.0,302,"Apr  27, 2005 to Jun  13, 2012",['Shounen'],Shounen Magazine (Weekly),"Kumeta, Kouji (Story & Art)",True,1
Seitokai Yakuindomo* OVA,Other,764.0,2129,7.87,10,25 min. per ep.,OVA ,May 2014 , Sep 2020,80587,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,Adventure,737.0,1235,7.88,1,23 min.,OVA ,Apr 2009 , Apr 2009,173125,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Wu Shan Wu Xing (2020),Action,735.0,2934,7.89,3,26 min. per ep.,ONA ,Jul 2020 , Aug 2020,61349,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Sekaiichi Hatsukoi OVA,Other,733.0,2250,7.89,2,21 min. per ep.,OVA ,Mar 2011 , Sep 2011,71796,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Mahou Shoujo Lyrical Nanoha: The Movie 1st,Action,751.0,3505,7.88,1,2 hr. 10 min.,Movie ,Jan 2010 , Jan 2010,31849,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Vampire Hunter D (2000),Action,734.0,1243,7.89,1,1 hr. 42 min.,Movie ,Aug 2000 , Aug 2000,201742,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Carole & Tuesday,Drama,728.0,667,7.89,24,22 min. per ep.,TV ,Apr 2019 , Oct 2019,330984,7.03,8304.0,9339.0,1838.0,18,"May  2, 2019 to Jul  4, 2020",['Seinen'],Young Ace,"Watanabe, Shinichirou (Story), Yamataka, Morito (Art)",True,2
Code Geass: Hangyaku no Lelouch I - Koudou,Action,729.0,1900,7.89,1,2 hr. 15 min.,Movie ,Oct 2017 , Oct 2017,103463,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,Action,732.0,3361,7.89,1,1 hr. 46 min.,TV Special ,Aug 2017 , Aug 2017,42622,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Space☆Dandy,Comedy,742.0,599,7.88,13,24 min. per ep.,TV ,Jan 2014 , Mar 2014,360011,7.19,5977.0,8603.0,2039.0,16,"Dec  20, 2013 to Sep  19, 2014",['Seinen'],Young Gangan,"Park, Sung-Woo (Art), Harada, Masafumi (Story), REDICE (Art)",True,2
Megalo Box,Other,730.0,396,7.89,13,24 min. per ep.,TV ,Apr 2018 , Jun 2018,512634,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Macross F,Action,726.0,1348,7.9,25,24 min. per ep.,TV ,Apr 2008 , Sep 2008,148071,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Beastars,Drama,727.0,209,7.89,12,22 min. per ep.,TV ,Oct 2019 , Dec 2019,864269,8.25,362.0,119.0,108006.0,196,"Sep  8, 2016 to Oct  8, 2020",['Shounen'],Shounen Champion (Weekly),"Itagaki, Paru (Story & Art)",True,1
Jigoku Shoujo Futakomori,Horror,723.0,1268,7.9,26,25 min. per ep.,TV ,Oct 2006 , Apr 2007,163177,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ginga Sengoku Gunyuuden Rai,Adventure,721.0,4864,7.9,52,25 min. per ep.,TV ,Apr 1994 , Mar 1995,16273,7.54,2616.0,21296.0,523.0,Unknown,1989 to  2001,['Shounen'],Dengeki Comic Gao!,"Manabe, Jouji (Story & Art)",True,2
Kami nomi zo Shiru Sekai II,Comedy,724.0,505,7.9,12,23 min. per ep.,TV ,Apr 2011 , Jun 2011,392883,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,Adventure,736.0,2034,7.88,1,1 hr. 47 min.,TV Special ,Aug 2014 , Aug 2014,94811,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Free! Eternal Summer: Kindan no All Hard!,Comedy,717.0,1906,7.9,1,24 min.,Special ,Mar 2015 , Mar 2015,94609,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Higurashi no Naku Koro ni,Horror,722.0,202,7.9,26,24 min. per ep.,TV ,Apr 2006 , Sep 2006,810540,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,Action,716.0,2554,7.9,1,1 hr. 34 min.,Movie ,Jul 2021 , Jul 2021,76953,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Date A Live II: Kurumi Star Festival,Romance,714.0,1197,7.9,1,29 min.,OVA ,Dec 2014 , Dec 2014,188233,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Summer Ghost,Other,712.0,3002,7.9,1,39 min.,Movie ,Nov 2021 , Nov 2021,112358,7.65,1972.0,10372.0,1607.0,15,"Oct  8, 2021 to Jun  3, 2022",['Seinen'],Tonari no Young Jump,"Otsuichi (Story), Ino, Miyoshi (Art)",True,2
Death Billiards,Drama,715.0,886,7.9,1,25 min.,Movie ,Mar 2013 , Mar 2013,241253,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Action,720.0,3211,7.9,1,59 min.,Movie ,Feb 1988 , Feb 1988,39935,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Shijou Saikyou no Deshi Kenichi OVA,Action,711.0,2552,7.9,11,27 min. per ep.,OVA ,Mar 2012 , May 2014,58026,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Saiunkoku Monogatari,Adventure,709.0,1880,7.9,39,25 min. per ep.,TV ,Apr 2006 , Feb 2007,98117,7.8,1290.0,3484.0,5710.0,44,"Jul  8, 2005 to Mar  24, 2012",['Shoujo'],Beans Ace,"Yura, Kairi (Art), Yukino, Sai (Story)",True,1
Terra e... (TV),Action,713.0,2448,7.9,24,24 min. per ep.,TV ,Apr 2007 , Sep 2007,62600,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Karigurashi no Arrietty,Other,725.0,652,7.9,1,1 hr. 34 min.,Movie ,Jul 2010 , Jul 2010,357081,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Zoku Sayonara Zetsubou Sensei,Other,708.0,1466,7.91,13,25 min. per ep.,TV ,Jan 2008 , Mar 2008,133629,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Vanitas no Karte,Other,705.0,495,7.91,12,23 min. per ep.,TV ,Jul 2021 , Sep 2021,541884,8.49,150.0,247.0,62511.0,Unknown,"Dec  22, 2015 to ?",['Shounen'],Gangan Joker,"Mochizuki, Jun (Story & Art)",True,1
Yagate Kimi ni Naru,Drama,706.0,692,7.91,13,24 min. per ep.,TV ,Oct 2018 , Dec 2018,345732,8.67,63.0,128.0,101632.0,50,"Apr  27, 2015 to Sep  27, 2019",[],Dengeki Daioh,"Nakatani, Nio (Story & Art)",True,1
Shirokuma Cafe,Comedy,701.0,1923,7.91,50,24 min. per ep.,TV ,Apr 2012 , Mar 2013,95857,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Gake no Ue no Ponyo,Adventure,718.0,369,7.9,1,1 hr. 40 min.,Movie ,Jul 2008 , Jul 2008,589299,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Gakuen Babysitters,Comedy,719.0,707,7.9,12,23 min. per ep.,TV ,Jan 2018 , Mar 2018,344861,8.28,332.0,723.0,24057.0,Unknown,"Sep  24, 2009 to ?",['Shoujo'],LaLa,"Tokeino, Hari (Story & Art)",True,1
Date A Live IV,Comedy,679.0,1199,7.92,12,23 min. per ep.,TV ,Apr 2022 , Jun 2022,256100,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Code Geass: Fukkatsu no Lelouch,Action,678.0,709,7.92,1,1 hr. 52 min.,Movie ,Feb 2019 , Feb 2019,318303,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yuri!!! on Ice,Other,707.0,176,7.91,12,23 min. per ep.,TV ,Oct 2016 , Dec 2016,893836,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Ushio to Tora (TV) 2nd Season,Action,704.0,1481,7.91,13,24 min. per ep.,TV ,Apr 2016 , Jun 2016,133693,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Cike Wu Liuqi,Action,676.0,2305,7.92,10,14 min. per ep.,ONA ,Apr 2018 , Jun 2018,107066,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Tonikaku Kawaii,Comedy,675.0,299,7.92,12,23 min. per ep.,TV ,Oct 2020 , Dec 2020,752030,8.18,437.0,174.0,82449.0,Unknown,"Feb  14, 2018 to ?",['Shounen'],Shounen Sunday,"Hata, Kenjirou (Story & Art)",True,1
Overlord,Action,672.0,72,7.92,13,24 min. per ep.,TV ,Jul 2015 , Sep 2015,1609361,8.65,70.0,254.0,61632.0,Unknown,"Jul  30, 2012 to ?",[],,"Maruyama, Kugane (Story), so-bin (Art)",True,3
Ore Monogatari!!,Comedy,671.0,284,7.92,24,22 min. per ep.,TV ,Apr 2015 , Sep 2015,681602,8.11,549.0,506.0,33493.0,52,"Dec  13, 2011 to Jul  13, 2016",['Shoujo'],Bessatsu Margaret,"Kawahara, Kazune (Story), Aruko (Art)",True,1
Plastic Memories,Drama,674.0,161,7.92,13,24 min. per ep.,TV ,Apr 2015 , Jun 2015,952578,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
School Rumble,Comedy,710.0,621,7.9,26,23 min. per ep.,TV ,Oct 2004 , Mar 2005,329969,7.98,780.0,583.0,29404.0,345,"Oct  23, 2002 to Jul  23, 2008",['Shounen'],Shounen Magazine (Weekly),"Kobayashi, Jin (Story & Art)",True,1
Osomatsu-san Movie,Other,738.0,5022,7.88,1,1 hr. 48 min.,Movie ,Mar 2019 , Mar 2019,15447,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Wotaku ni Koi wa Muzukashii OVA,Comedy,666.0,1182,7.93,3,23 min. per ep.,OVA ,Mar 2019 , Oct 2021,210804,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
City Hunter,Action,677.0,2208,7.92,51,25 min. per ep.,TV ,Apr 1987 , Mar 1988,82351,8.15,490.0,1195.0,15356.0,193,"Feb  26, 1985 to Nov  19, 1991",['Shounen'],Shounen Jump (Weekly),"Hojo, Tsukasa (Story & Art)",True,1
One Piece Film: Gold,Action,670.0,1151,7.92,1,2 hr.,Movie ,Jul 2016 , Jul 2016,223340,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Overlord III,Action,673.0,200,7.92,13,23 min. per ep.,TV ,Jul 2018 , Oct 2018,918200,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Zetsuen no Tempest,Action,669.0,323,7.93,24,24 min. per ep.,TV ,Oct 2012 , Mar 2013,601224,7.9,984.0,820.0,21417.0,50,"Jul  10, 2009 to Oct  12, 2013",['Shounen'],Shounen Gangan,"Shirodaira, Kyou (Story), Saizaki, Ren (Art)",True,1
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,Other,663.0,4135,7.93,1,27 min.,OVA ,Feb 2013 , Feb 2013,21868,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hidamari Sketch x Honeycomb,Comedy,660.0,4052,7.93,12,24 min. per ep.,TV ,Oct 2012 , Dec 2012,24406,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Love Live! The School Idol Movie,Other,661.0,1495,7.93,1,1 hr. 42 min.,Movie ,Jun 2015 , Jun 2015,131940,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yakitate!! Japan,Comedy,667.0,1862,7.93,69,24 min. per ep.,TV ,Oct 2004 , Mar 2006,99130,7.56,2459.0,1520.0,12677.0,242,"Mar  18, 2002 to Jan  10, 2007",['Shounen'],Shounen Sunday,"Hashiguchi, Takashi (Story & Art)",True,1
Darker than Black: Kuro no Keiyakusha Gaiden,Action,658.0,811,7.93,4,24 min. per ep.,Special ,Jan 2010 , Jul 2010,258827,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Bungou Stray Dogs Wan!,Comedy,657.0,1908,7.93,12,11 min. per ep.,TV ,Jan 2021 , Mar 2021,119958,8.24,364.0,3037.0,6561.0,Unknown,"Dec  22, 2015 to ?",[],Young Ace UP,"Kanai, Neco (Story & Art)",True,1
Yuru Yuri San☆Hai!,Comedy,668.0,1566,7.93,12,23 min. per ep.,TV ,Oct 2015 , Dec 2015,126084,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kuuchuu Buranko,Comedy,655.0,1946,7.94,11,23 min. per ep.,TV ,Oct 2009 , Dec 2009,95225,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kidou Keisatsu Patlabor 2 the Movie,Drama,653.0,3421,7.94,1,1 hr. 53 min.,Movie ,Aug 1993 , Aug 1993,39004,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Full Moon wo Sagashite,Comedy,652.0,1732,7.94,52,24 min. per ep.,TV ,Apr 2002 , Mar 2003,110813,8.04,674.0,448.0,37255.0,35,"Dec  1, 2001 to Apr  30, 2004",['Shoujo'],Ribon Magazine,"Tanemura, Arina (Story & Art)",True,1
Kimi to Boku. 2,Comedy,654.0,1979,7.94,13,24 min. per ep.,TV ,Apr 2012 , Jun 2012,89305,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Umibe no Étranger,Other,665.0,1437,7.93,1,59 min.,Movie ,Sep 2020 , Sep 2020,178654,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Full Metal Panic! The Second Raid,Other,651.0,799,7.94,13,24 min. per ep.,TV ,Jul 2005 , Oct 2005,262514,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Bishoujo Senshi Sailor Moon: Sailor Stars,Adventure,656.0,1725,7.93,34,24 min. per ep.,TV ,Mar 1996 , Feb 1997,114894,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Nekomonogatari: Kuro,Comedy,643.0,354,7.94,4,24 min. per ep.,TV Special ,Dec 2012 , Dec 2012,557525,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Takarajima,Adventure,644.0,4459,7.94,26,24 min. per ep.,TV ,Oct 1978 , Apr 1979,21231,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
xxxHOLiC Movie: Manatsu no Yoru no Yume,Comedy,639.0,2355,7.95,1,1 hr.,Movie ,Aug 2005 , Aug 2005,67240,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Yowamushi Pedal,Comedy,640.0,924,7.95,38,24 min. per ep.,TV ,Oct 2013 , Jul 2014,234649,7.97,809.0,1307.0,14439.0,Unknown,"Feb  7, 2008 to ?",['Shounen'],Shounen Champion (Weekly),"Watanabe, Wataru (Story & Art)",True,1
Kurenai no Buta,Action,633.0,934,7.95,1,1 hr. 33 min.,Movie ,Jul 1992 , Jul 1992,255441,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Final Fantasy VII: Advent Children Complete,Action,659.0,1454,7.93,1,2 hr. 6 min.,OVA ,Apr 2009 , Apr 2009,133412,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Log Horizon,Action,634.0,114,7.95,25,25 min. per ep.,TV ,Oct 2013 , Mar 2014,1123557,8.05,663.0,1352.0,14035.0,Unknown,"Apr  13, 2010 to ?",[],,"Touno, Mamare (Story), Hara, Kazuhiro (Art)",True,1
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Other,664.0,1826,7.93,26,23 min. per ep.,TV ,Oct 2005 , Mar 2006,105271,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kokoro Connect: Michi Random,Drama,632.0,804,7.95,4,27 min. per ep.,Special ,Nov 2012 , Dec 2012,261435,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Usagi Drop Specials,Other,637.0,2262,7.95,4,5 min. per ep.,Special ,Oct 2011 , Jan 2012,71208,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Kindaichi Shounen no Jikenbo,Other,631.0,3692,7.95,148,24 min. per ep.,TV ,Apr 1997 , Sep 2000,31888,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hanamonogatari,Comedy,629.0,469,7.95,5,25 min. per ep.,TV Special ,Aug 2014 , Aug 2014,430357,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Boku no Hero Academia 4th Season,Other,625.0,58,7.95,25,24 min. per ep.,TV ,Oct 2019 , Apr 2020,1742626,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,0
Macross: Do You Remember Love?,Action,624.0,2891,7.96,1,1 hr. 55 min.,Movie ,Jul 1984 , Jul 1984,48829,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Hikaru no Go: Hokuto Hai e no Michi,Other,630.0,3990,7.95,1,1 hr. 17 min.,Special ,Jan 2004 , Jan 2004,24225,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,Other,622.0,3923,7.96,13,24 min. per ep.,TV ,Apr 2022 , Jun 2022,39370,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Drama,626.0,680,7.95,1,25 min.,Special ,Jul 2008 , Jul 2008,306887,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Wotaku ni Koi wa Muzukashii,Comedy,638.0,166,7.95,11,22 min. per ep.,TV ,Apr 2018 , Jun 2018,997732,8.36,246.0,85.0,131142.0,105,"Apr  30, 2015 to Jul  16, 2021",[],Comic POOL,Fujita (Story & Art),True,3
Macross F Movie 2: Sayonara no Tsubasa,Action,623.0,3742,7.96,1,1 hr. 54 min.,Movie ,Feb 2011 , Feb 2011,28025,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
Haikyuu!! Movie 1: Owari to Hajimari,Other,619.0,1985,7.96,1,1 hr. 29 min.,Movie ,Jul 2015 , Jul 2015,105323,8.141003584229392,1085.831541218638,2348.093189964158,63915.15053763441,,,,,,False,1
